ALARACECAT-RXN	1.526818752626460400d-2	L-alanine  <-->  D-alanine
2-ISOPROPYLMALATESYN-RXN	1.0078009456333377    	3-methyl-2-oxobutanoate + acetyl-CoA + H2O  ->  (2S)-2-isopropylmalate + coenzyme A + H+
RXN-15878	9.31176586556916200d-2	2-C-methyl-D-erythritol-2,4-cyclodiphosphate + a reduced flavodoxin  ->  (E)-4-hydroxy-3-methylbut-2-en-1-yl diphosphate + an oxidized flavodoxin + H2O + H+
RXN-11811	62.57461558034679    	ammonia + H+  <-->  ammonium
P-PANTOCYSLIG-RXN	1.2190169681651764000d-3	(R)-4'-phosphopantothenate + L-cysteine + CTP  ->  CMP + (R)-4'-phosphopantothenoyl-L-cysteine + diphosphate + H+
RXN-15131	0.49646294553965314    	L-cystathionine  ->  2-aminoprop-2-enoate + L-homocysteine
RXN-12587	3.04754242041209700000d-4	an [L-cysteine desulfurase]-S-sulfanyl-L-cysteine + an unsulfurated [sulfur carrier]  <-->  an [L-cysteine desulfurase]-L-cysteine + a sulfurated [sulfur carrier]
2.5.1.19-RXN	1.3914560609390165    	shikimate 3-phosphate + phosphoenolpyruvate  <-->  5-enolpyruvoyl-shikimate 3-phosphate + phosphate
ENOYL-COA-HYDRAT-RXN	50.    	a trans-2-enoyl-CoA + H2O  ->  a (3S)-3-hydroxyacyl-CoA
BRANCHED-CHAINAMINOTRANSFERLEU-RXN	1.0078009456333377    	L-leucine + 2-oxoglutarate  <-->  4-methyl-2-oxopentanoate + L-glutamate
ARGSUCCINLYA-RXN	0.9127267647437414    	L-arginino-succinate  <-->  L-arginine + fumarate
RXN0-4341	2.082080981625544800d-2	D-glycero-D-manno-heptose 7-phosphate + ATP  ->  D-glycero-beta-D-manno-heptose 1,7-bisphosphate + ADP + H+
OHMETHYLBILANESYN-RXN	9.1426272612362920000d-4	4 porphobilinogen + H2O  ->  4 ammonium + preuroporphyrinogen
ATPPHOSPHORIBOSYLTRANS-RXN	0.3232558720755315    	1-(5-phospho-beta-D-ribosyl)-ATP + diphosphate  <-->  ATP + 5-phospho-alpha-D-ribose 1-diphosphate + H+
TRANS-RXN0-459	3.04754242041209700000d-4	methanol[cytosol]  ->  methanol[periplasm]
